field,type,field_id,status,group,populated,blank,unique,publisher_default,action,top_values
time (from heartbeat),multipleLookupValues,fldt7kKdvfCdD4iZg,source_evidence,evidence,0,58,0,no,source/lookup evidence only,
app_dow_raw (from heartbeat),multipleLookupValues,fldzUpitz0oFSu1vF,inactive_duplicate_or_lookup,dow_scope,0,58,0,no,do not use as independent truth; compare to app_dow_rawv2,
dow_raw,multilineText,fld4WFYdseUr38TmZ,blank_in_pro,blank,0,58,0,no,not populated in current PRO rows,
heldover_from_sunday,checkbox,fldttmMMu1SvK6dWR,blank_in_pro,blank,0,58,0,no,not populated in current PRO rows,
tripsCount,count,fld1rBqdRGE0ZOgHj,inactive_duplicate_or_lookup,total,58,0,5,no,do not use as independent truth; compare to total_trips,0 (43) | 2 (7)
status (from groups_live),multipleLookupValues,fldgRETwtRhHlEmZA,inactive_duplicate_or_lookup,status,49,9,2,no,do not use as independent truth; compare to status,Completed (47) | Upcoming (2)
estimated_start_time (from groups_live),multipleLookupValues,fldUKQ1y6dzA5BCJ7,inactive_duplicate_or_lookup,start_time,49,9,33,no,do not use as independent truth; compare to estimated_start_time,07:45:00 (3) | 09:00:13 (2)
since_lastModified,formula,fldLLeTmNPKPOWxIF,derived_display_or_filter,derived,58,0,2,no,derived from other fields; not independent truth,2 (57) | 0 (1)
isA,checkbox,fldWETB2cieNiOFAM,blank_in_pro,blank,0,58,0,no,not populated in current PRO rows,
publish_diffs,multipleRecordLinks,fldqNledipaVYkqoI,relationship_link,link,0,58,0,no,relationship field; not a scalar truth value,
tripTarget,formula,fldAqSqwLOk0DFPTP,derived_display_or_filter,derived,15,43,2,no,derived from other fields; not independent truth,TRUE (14) | FALSE (1)
nextTargetClassId,number,fldoNCk4w978uBDsP,derived_calculator_output,calculator,20,38,7,no,derived/calculated value; use only for display or alerts,200024865 (7) | 200025154 (4)
focusTargetClassId,number,fldp4gyzxj9QCU1Dp,derived_calculator_output,calculator,26,32,12,no,derived/calculated value; use only for display or alerts,200024836 (7) | 200024959 (4)
tripTargetClassId,formula,fldw8V7NOmukfzWOV,derived_display_or_filter,derived,13,45,13,no,derived from other fields; not independent truth,200025174 (1) | 200025154 (1)
mins_per_trip (from watch_rings),multipleLookupValues,fldUBXVS2DZ8xT2OD,source_evidence,lookup,0,58,0,no,lookup evidence only,
immediatePriorDelayMinutes,number,fldUCNgfTlmZGYg9y,blank_in_pro,blank,0,58,0,no,not populated in current PRO rows,
perTrip,formula,fldfgS338A8bwnXwX,derived_display_or_filter,derived,0,58,0,no,derived from other fields; not independent truth,
app_sql_date (from heartbeat),multipleLookupValues,fldHZ7ZpjD885gSkg,inactive_duplicate_or_lookup,date,0,58,0,no,do not use as independent truth; compare to schedule_show_datev2,
app_show_id (from heartbeat),multipleLookupValues,fldoctIYTsqfLrdVX,source_evidence,evidence,0,58,0,no,source/lookup evidence only,
40362_group_alert,rollup,fldEgjJaoq9PdekbU,derived_display_or_filter,derived,0,58,0,no,rollup/display helper; not independent truth,
is_classic2,formula,fldTf84Qw1YbkTSlH,derived_display_or_filter,derived,0,58,0,no,derived from other fields; not independent truth,
class_NOT_both,formula,fldl0M33OTYaxyaF4,derived_display_or_filter,derived,0,58,0,no,derived from other fields; not independent truth,
thread_logs,multipleRecordLinks,fldMK3FMBVlCKIo2Q,relationship_link,link,0,58,0,no,relationship field; not a scalar truth value,
active_alerts,multipleRecordLinks,fldB8fGVPnSpW4JAy,relationship_link,link,0,58,0,no,relationship field; not a scalar truth value,
app_dows,multipleRecordLinks,fldcjrP3U4uoKTwBH,relationship_link,link,0,58,0,no,relationship field; not a scalar truth value,
is_target (from watch_trips) 2,multipleLookupValues,flduAbP1DskZu09o9,source_evidence,lookup,15,43,5,no,lookup evidence only,true|true (6) | true (5)
class_state,formula,fldoNzZ4tBOm6kmlR,derived_display_or_filter,derived,51,7,2,no,derived from other fields; not independent truth,Completed (48) | Upcoming (3)
start_display_short,formula,fldiSHS3q1CcGHwP4,derived_display_or_filter,derived,58,0,37,no,rollup/display helper; not independent truth,7:45A (4) | 3:00P (4)
table_name,formula,fldd9P5tejexkCAri,operational_control,operation,58,0,1,no,runner/control/audit field,watch_schedule (58)
table_view,formula,fldXR0ylBs7tTGCWo,operational_control,operation,58,0,1,no,runner/control/audit field,TODAY (58)
scope_key,formula,fldTIGQU7Eiz4jmCu,value_of_truth,scope,58,0,1,no,keep as canonical PRO field,200000061|2026-05-10|Sun|0 (58)
is_current_scope,checkbox,fldzzhwcGA6AqHsHL,value_of_truth,current_scope,55,3,1,no,keep as canonical PRO field,true (55)
scope_run_id,singleLineText,fld5fbm6YOKNYHq3i,operational_control,operation,58,0,4,no,runner/control/audit field,200000061-2026-05-10-1778471703 (29) | 200000061-2026-05-10-1778471103 (26)
scope_status,singleSelect,fldlab7glgK7JkqRP,value_of_truth,scope_status,0,58,0,yes,keep as canonical PRO field,
last_seen_at,date,fldyPeNZmHOeG76gu,value_of_truth,last_seen,58,0,2,no,keep as canonical PRO field,2026-05-11 (55) | 2026-05-10 (3)
dropped_at,date,fldOwufamYFvlvJqO,operational_control,operation,3,55,1,no,runner/control/audit field,2026-05-11 (3)
record_ID Rollup (from watch_trips),rollup,fldP7neg9QMXLC5EZ,derived_display_or_filter,derived,15,43,15,no,rollup/display helper; not independent truth,rec82ypiIZNS9f4aq (1) | recGLPCE78dnOIe3A (1)
shifted_to_next_dayv2,checkbox,fldtLXCWgQ2oSPPnn,operational_control,operation,0,58,0,no,runner/control/audit field,
schedule_logs2,multipleRecordLinks,fldru9d75yCiv8lRY,relationship_link,link,15,43,15,no,relationship field; not a scalar truth value,recBlKizO1VmP76Kr|reccCAgASEPBuLH8s|rechsNlR4jz5tsKXc|recgBvNIW2gRbR31P|recAh5JZ14x2Z2G3j|recacG4klVHUzpYNG|recTp2O3yyoXMbBOb|rec4mCkBJ8c6WWrrX|rec81gCdK9U722b0n|recz0MCPdbgySilOD|recadPgxvWXuM2ROn|rec6kTbekHgHaoCqs|rectgabYaqND9F2n2|recnbcDchFbh8t0em|rec5UrdZT25pABkaD|recRxPGK9KgG1QRGH|reczWXsWW9LCQGkkY|recUa4xuacGFtsYcw|recZ7gi8VTvTxiupV|recEfO2awyUf5nVIT|recbo7HKIWe6ecAz9|recL6IqlwjGbkDlEf|rec1PiFZr1yJnSIBG|recmyUiYrJnB2S7Hn|recS8HrZtWZ5jNDdt|recOPYqlx9hvOJOUT|rec39JLAhYNys59A5|rectY6ePbShFfV1WQ|rec7uBdjb5OCd1IjF|recJYJGR7D7d9rGGw|rec4YMFftTKaH6N0c|recJU0wnMZoCBCMrz|recv0ZfwwwrlnBBM2|recoi8ppVxlXyfKKJ|rec0TgLS00yEa2w3W|recz2eydHnddBi2gT|rec9gSRYDZAJJV4yl|recO96LjOxhkpBNi4|recx3SVAUVML5Rrjn|rec0xe0HZuPkjcFZJ|recfIgYAnAMFtL3nt|recIRaG5o4oHdYBjh|recOUemhZSKVltskM|rec4L6gLb69NFI8mN|recAMHrGdVQoENfjM|reckIjmKLGgk6cD8L|recrLscFkCcO7FX7d|recN0ouuJbeYwgDTn|recZGXQzKbzLn17Nf|recjt8lJwao6HDt8L|reccRAubVWAA9NZVP|recNxvtLV1zShjFnW|reclwXRj0HqwWH5H2|recSTFwkjLKqUS0Uc|recPF2vVMGSMIBlrj|recxqNPhH7HGYdKkn|rec11In19CnVEva4e|recOaiLeH3nVDEzoK|reciZzugcuyQCvNKX|rec5hkceJEyYXMwv8|recRjiGlhGnaIl65C|recefwkLZC3RQItRo|recwGfNAYpEcZpdrz|recZaSBNKNzr7IL5X|recZc2tshmZmz5UCJ|recNKZLfC8Pmtf2K3|recCy0VIdstFtqRkp|recmyqwSCL7FwYiGg|recbiZpRtZSXFVdwa|reczywvELLwrPJSUU|recMrVcfNaZFz0w3G|reccSCsVlistaZWMj|recoBf0DtMldByFRE|recvj0yuCrbA7VTIz|recmDjyu4qVs6j6Zf|recBe83dUOyjuUKFP|recIGxPk0Eh0ztAcB|recj0yNwV3etrNQax|recKEnKPolC5nkZiQ|recu2wPAWaSmV8fLg|recXn47panvd1l4vM|rec3V18cOvuv6T41k|recPVxMKo6epu3JYU|recE3fQRHBEP8wlyP|recburOPlY7ZD8GUT|recExOy4rdnNoc72d|reciE9d8JNLtg6O87|recL6KYjS3bkw4May|recX7BxAPdLhM4W9F|rec4nVQ5ceWbGMVlA|recWKT2gIphuo9hxr|recjbdvPEvnSrfuEk|recqoDeREV7JNLwkO|recGjURykphvZRy1s|recLHI0OGkUXOnaoE|reckqfgnfmMwDYnsM|recxlotGTATjDeOZ2|recgo5vrviwoA0gUl|rec1Smqxn8hDQ4MhU|reckbAV8AhI2UkR55|rec0ZYtxSjokoSZSr|recMkKFOrvRzhN9Ib|reczYKNhAG04mo8VL|recgys7eov8ab7bTl|recdW7pEZAoBZGAuU|rec6o4Yug8FJk5eLO|rechfTyPgVbHatlew|recfaiCArqvaAXR1a|recZumGuvjATNBzQ7|recvyDsxxb7hYX0tY (1) | rectqslut8wRWffov|recVhTxLHM2H0nvH2|recQ9YexUcZ8OCWbc|recCUmWHwtPLibCyH|recLUBjEGLTXx4HLq|recfV50ia0EuW6upr|recTiPylms6cvfvn2|recSnPObEBMOe2V7y|recvzONlQP2ACgM1D|recz8g8hMXQLw02r5|rec6iIe0nmBZ28lqG|rec9meqTWFd0LObQq|rec1Jgw2LkeLpTTrj|rec2HemYYloWCIugS|rec69blTXkgsgJFFs|recg4Nh66CpN7ItQo|recZyf7aiM4yBcBNH|recyFjLI5ace8BxZC|reclqQ2s0KIobaURI|recWBg9ihS39zz47I|recvNFhWgA2B8DlzA|recsgnOhH5hSzF7zU|recduCqfQUmzTvNHd|rec9MhmkdcWKEK9cc|recRJWfFHFO84LqMQ|rec74f4N6Z3aSurtU|reczq3t81TPewDEEg|recfHvmexZHqM9THN|recklqmnuPOxTeCYy|recyTScMO3fk7zX0l|recYMArKQr6OU9Tab|recubrauqbANd6CFT|recdHcwukOm7U1c7c|rec0WRd2C5cNOgZJW|recNdYKozgAsLNhgi|reczQEg7hmJTknlcd|recjSKo6eejYAZcuk|recXVi3v3Yix5tH7E|recBFZuf6E967eY8u|recLS6WMTe6GSBGJU|recvldhllHRGr6uMa|recUooF36xnkFyDbD|recf2gzWTCWPFGPUd|recW1ifbChljYR2gc|recXVOXoXUXxARsKI|rec8av6A3Uksi9qMt|recP21lSyQJvzx7Sb|recbY5aKEHn66yPcT|recqhPwrqbmB336Q8|recLSFlVsz5aIyxEG|reczADGz1GSgYdWaK|rec9LZ1sq84Ux6uYn|recpLm5b20XhMFs87|reccfG2wOriufcnQJ|rec4as2O4tJ07Tlm7|recA55bLmdnWzE3Xl|rectxm2wg33hGSAIm|reco4y40PCTAUBuZ6|recpdJDwr5ExpXU6z|recP3JImwR80xQz7a|reconMKtTqWiC0NOo|recMNmXW0DgAaEUwE|rec2fZsNNGyHd8muD|recf3kgSz5CvgIfId|recPuc8bbBxpm91wD|recFERBg5sJxg1ovn|rec5M5wnXAMHy1Tnc|recc2mqaup9Mr2hN4|recFhxaceja6wLS2t|recKHjGySXk8IT4JR|recnD384oxP8a1Bjz|recRmPU1Noc2UQCTT|recTUChnBn03O8sN6|recKZixmbBZ0Lnw6P|recWIxG5r4j9RmR8i|recPeHhHLyNrnHHc1|recDCZJe6e1In16ro|rec2wPtDW1okyvKU4|recHpEn2B8krw5Ddb|recgYe2jPxEKpz0NQ|receY5Rjkir4ZFEJ0|recPzCyy9iqhX8ZA5|rec3NbwvwDTxPScdG|recrWlB0abM0nw0Ui|recwbyL04RTZYdkyZ|reclZLUKQdDBZ827x|recKQc4mhhsuDzuFv|recdHPA4CB4CofyIp|recF9rdW3ASQ2t0qr|recJTlRa9t4AvQrGx|rec28t7q5HS7G6YLm|rec33uJPNnuQaivAo|recwM7Ykp7wEIhcow|rec2AaKuQGBPO5UTU|rec57OhtMml1p1OdK|recWHupVb9e2Em16N|recC1k6x6HKpcRRjB|rect7GaxW1W0uuLA2|recFQp5TwT64WUL6a|recHyMDcCW39bvEnN|recIZhBpudh8xLUaH|recKuxLrGwoKXWel8|recTEgbbufgrhKO4l|recHmwceNm6eBCom3|recIrIMaicNv7DDPL|recNhZU9LP9TpYJDR|recqYC5CDJqp1gCnu|rec5fo1rXAq8TW2GN|recWH2QINVfSmSDh9|recUfUnDg8IvnTnt1 (1)
schedule_logs,multipleRecordLinks,fldb14RQQD3Me9Ytd,relationship_link,link,15,43,15,no,relationship field; not a scalar truth value,recvyDsxxb7hYX0tY (1) | recUfUnDg8IvnTnt1 (1)
schedule_logs_rid,multipleLookupValues,fldD2ZqQhnDQ0YZtt,source_evidence,evidence,15,43,15,no,source/lookup evidence only,recvyDsxxb7hYX0tY (1) | recUfUnDg8IvnTnt1 (1)
heartbeat_rid,multipleLookupValues,fldr5uKmuvHwotxPX,source_evidence,evidence,0,58,0,no,source/lookup evidence only,
record_id (from watch_trips),multipleLookupValues,fldtxmsIDXUvjh8Jq,source_evidence,lookup,15,43,15,no,lookup evidence only,rec82ypiIZNS9f4aq (1) | recGLPCE78dnOIe3A (1)
watch_trips_rid_rollups,rollup,fldFUiRlLEjvLEisK,relationship_link,link,15,43,15,no,relationship field; not a scalar truth value,rec82ypiIZNS9f4aq (1) | recGLPCE78dnOIe3A (1)
schedule_show_display_date_dayv2,singleLineText,flduTsBbpK0QHu3AS,inactive_duplicate_or_lookup,dow_scope,58,0,1,no,do not use as independent truth; compare to app_dow_rawv2,"Sunday, May 10, 2026 (58)"
shows_rid,multipleLookupValues,fld7FXZQG2DbH7RyI,source_evidence,evidence,58,0,1,no,source/lookup evidence only,recqX2PPTCVTx329X (58)
completed_trips,number,fldTuQ52DUrkPOUrZ,value_of_truth,completed,51,7,24,no,keep as canonical PRO field,25 (4) | 8 (4)
group_tags copy,multipleRecordLinks,fldvixBHkrb5ijMfF,relationship_link,link,0,58,0,no,relationship field; not a scalar truth value,
is_usef,formula,fldDp9NqagVIybedG,derived_display_or_filter,derived,2,56,1,no,derived from other fields; not independent truth,true (2)
class_completed10,formula,fldKGTdjwKzqHi2UJ,derived_display_or_filter,derived,0,58,0,no,derived from other fields; not independent truth,
prior_class_group_status,singleLineText,fldIQwpKAjQxGxYGg,blank_in_pro,blank,0,58,0,no,not populated in current PRO rows,
prior_class_group_trips_text,singleLineText,fld7ZfW5n5xePXskq,blank_in_pro,blank,0,58,0,no,not populated in current PRO rows,
prior_class_group_updated_at,number,fldyvulapVrb5rANV,blank_in_pro,blank,0,58,0,no,not populated in current PRO rows,
alert-title,formula,fld7O79SuNQUwgsTd,derived_display_or_filter,derived,58,0,1,no,rollup/display helper; not independent truth,*** Upcoming *** *** 2nd Reminder *** (58)
ring_name,formula,fldih5c6peOoDnIVJ,derived_display_or_filter,derived,58,0,5,no,derived from other fields; not independent truth,Hunter 1 (20) | Hunter 2 (13)
is_firstUp,formula,fldJ1PfWnMYtwQ2B2,derived_display_or_filter,derived,9,49,1,no,derived from other fields; not independent truth,true (9)
