field,type,field_id,status,group,populated,blank,unique,publisher_default,action,top_values
lastScore,formula,fld72Pk6XD6ujOFBl,derived_display_or_filter,derived,0,28,0,no,derived from other fields; not independent truth,
riderName,formula,fldFSKEKcRV5UUQZU,derived_display_or_filter,derived,0,28,0,no,derived from other fields; not independent truth,
entryNumber,formula,fld2DMHhACrHzH0zK,derived_display_or_filter,derived,0,28,0,no,derived from other fields; not independent truth,
status (from groups_live),multipleLookupValues,fldKwpAE2SoaJ1Zrd,inactive_duplicate_or_lookup,status,26,2,1,no,do not use as independent truth; compare to status,Completed (26)
estimated_end_time,singleLineText,fldH1nVBP6P2ehRib,blank_in_pro,blank,0,28,0,no,not populated in current PRO rows,
latestPlacing,formula,fldE4pGisEzoSOzOU,derived_display_or_filter,derived,0,28,0,no,derived from other fields; not independent truth,
___is_gotcha,checkbox,fld0rg51SxEtCOPuW,blank_in_pro,blank,0,28,0,no,not populated in current PRO rows,
___gotcha_reason,singleLineText,fldYfarW8oe1VkYE4,blank_in_pro,blank,0,28,0,no,not populated in current PRO rows,
___gotcha_date,formula,fldwxteLm7O2pMb2S,derived_display_or_filter,derived,28,0,2,no,derived from other fields; not independent truth,"-1 (26) | {""specialValue"":""NaN""} (2)"
watch_results,multipleRecordLinks,fldSR9FnsMmFyEdDv,relationship_link,link,0,28,0,no,relationship field; not a scalar truth value,
lastTime,formula,fld7eLHK5jHZwyKu2,derived_display_or_filter,derived,0,28,0,no,derived from other fields; not independent truth,
time_two,number,fldbPjDPYP0mtWwOc,blank_in_pro,blank,0,28,0,no,not populated in current PRO rows,
time_three,number,fldvm0DmQogWquVy6,blank_in_pro,blank,0,28,0,no,not populated in current PRO rows,
score3,number,fldj2HmeOvppm3xgg,blank_in_pro,blank,0,28,0,no,not populated in current PRO rows,
last_modified_time,lastModifiedTime,fld5lDDMfD0awTY3B,operational_control,operation,28,0,1,no,runner/control/audit field,2026-05-11T16:46:15.000Z (28)
ring_offset_min,number,fldm7xS7TZsPYgmVZ,operational_control,operation,28,0,1,no,runner/control/audit field,0 (28)
adj_secondsTill,number,fld4Ywg2NcjdEP2U0,operational_control,operation,28,0,14,no,runner/control/audit field,-97411 (4) | -95002 (4)
adj_go_dt,dateTime,fldOC4UnfK9yhD4dw,operational_control,operation,28,0,14,no,runner/control/audit field,2026-05-10T13:42:17.115Z (4) | 2026-05-10T14:22:26.115Z (4)
should_alert,checkbox,fldwqMz5oC99xry88,operational_control,operation,4,24,1,no,runner/control/audit field,true (4)
alert_reason,multilineText,fldlT1AlPMwt5bhNG,operational_control,operation,28,0,4,no,runner/control/audit field,Irrelevant by status/time (Completed). (22) | Offset 0 min < 20 min threshold. (2)
last_alerted_at,dateTime,fldij83OdKcfpmWOc,operational_control,operation,0,28,0,no,runner/control/audit field,
watch_rings,multipleRecordLinks,fldJCDDgBAqcib7BO,relationship_link,link,28,0,5,no,relationship field; not a scalar truth value,recdhp4dSA546Utth (11) | recJMcY752kJmSWMu (5)
watch_ring_key,formula,fldUhgUEgCEQpFy4l,derived_display_or_filter,derived,28,0,6,no,derived from other fields; not independent truth,200000061|2026-05-10|4 (11) | 200000061|2026-05-10|1 (5)
runningOOG,formula,fld3IWOSaA59YsZ2u,derived_display_or_filter,derived,0,28,0,no,derived from other fields; not independent truth,
runningOOG_alert,formula,fldBgEIJUC5PjYjlm,derived_display_or_filter,derived,28,0,1,no,derived from other fields; not independent truth,false (28)
watch_buckets,singleLineText,fldKTmnLgjaa7SB82,blank_in_pro,blank,0,28,0,no,not populated in current PRO rows,
results_verified,checkbox,fldmENdwXSn1Csdav,blank_in_pro,blank,0,28,0,no,not populated in current PRO rows,
epoch,formula,fldeU6UZ0LzMdlbtT,derived_display_or_filter,derived,26,2,12,no,derived from other fields; not independent truth,1778422503 (4) | 1778426103 (4)
conflict,checkbox,fldghMAcejNGSHUkY,blank_in_pro,blank,0,28,0,no,not populated in current PRO rows,
watch_conflicts,multipleRecordLinks,fldwbYYoVz3mfXmIj,relationship_link,link,0,28,0,no,relationship field; not a scalar truth value,
estimated_start_time (from watch_schedule),multipleLookupValues,fldssTEPjT6e2rr4f,inactive_duplicate_or_lookup,start_time,28,0,14,no,do not use as independent truth; compare to estimated_start_time,09:40:00 (4) | 10:20:09 (4)
groom_walk_lead_min,formula,fldtDZ5knFzOZT3UM,derived_display_or_filter,derived,28,0,1,no,derived from other fields; not independent truth,12 (28)
groomName,formula,fldfaTCtTu1eYDhMv,derived_display_or_filter,derived,28,0,5,no,derived from other fields; not independent truth,Groom (16) | Trixy (5)
rider_running_oog,number,fldOk9hdNwaHDZtb1,blank_in_pro,blank,0,28,0,no,not populated in current PRO rows,
scratch_trip,number,fld6COMsCh0Z5RglR,blank_in_pro,blank,0,28,0,no,not populated in current PRO rows,
time_alerts,singleLineText,flderKTKUYdjnfrkk,blank_in_pro,blank,0,28,0,no,not populated in current PRO rows,
classsignup_url,formula,fldttDXjhCNxEg0Yj,derived_display_or_filter,derived,28,0,14,no,derived from other fields; not independent truth,https://sglapi.wellingtoninternational.com/classsignup/200023887?eid=&show_id=200000061&customer_id=15&class_number=570 (4) | https://sglapi.wellingtoninternational.com/classsignup/200023888?eid=&show_id=200000061&customer_id=15&class_number=550 (4)
classsignup_oog,number,fldLiBH7fa42Rp3YT,blank_in_pro,blank,0,28,0,no,not populated in current PRO rows,
classsignup_at,dateTime,fldkV7ngv0hp5zq51,blank_in_pro,blank,0,28,0,no,not populated in current PRO rows,
entry_oog,singleLineText,fldLAfKUJls6C2Jod,blank_in_pro,blank,0,28,0,no,not populated in current PRO rows,
eid_order_of_go,number,fldUWgPtvFsIxw3Nu,blank_in_pro,blank,0,28,0,no,not populated in current PRO rows,
check_dns,formula,fldBzCMjFIhQJMny2,operational_control,operation,0,28,0,no,runner/control/audit field,
show_date,date,fld7q2ulWFuO6aKOy,inactive_duplicate_or_lookup,date,28,0,1,yes,do not use as independent truth; compare to schedule_show_datev2,2026-05-10 (28)
lastGone,checkbox,fldnE80nCz98BhPbQ,blank_in_pro,blank,0,28,0,no,not populated in current PRO rows,
leadMin,number,fldA5jtpYKxNPLAZn,blank_in_pro,blank,0,28,0,no,not populated in current PRO rows,
path_tenant,formula,fld4Oolljq3FfSHvc,derived_display_or_filter,derived,28,0,2,no,derived from other fields; not independent truth,8778 (23) | 19676 (5)
targets_last_at,date,flddKicbcVYFwQCGh,operational_control,operation,28,0,1,no,runner/control/audit field,2026-05-11 (28)
group_alert,formula,fldkK6fJPm9zwiFM8,derived_display_or_filter,derived,28,0,27,no,derived from other fields; not independent truth,Jason (2) | King (2) (1)
app_show_id_hb,formula,fldAKE9Nx7n0PcCrl,derived_display_or_filter,derived,26,2,1,no,derived from other fields; not independent truth,200000061 (26)
dt (from watch_schedule),multipleLookupValues,fldu6IBaRjAj5OUww,source_evidence,evidence,0,28,0,no,source/lookup evidence only,
app_sql_date_hb,formula,fldd00Fe1YHt8eMyW,derived_display_or_filter,derived,26,2,1,no,derived from other fields; not independent truth,2026-05-10 (26)
app_sql_date,singleLineText,fld57ReeK2HTOYryH,inactive_duplicate_or_lookup,date,28,0,1,no,do not use as independent truth; compare to schedule_show_datev2,2026-05-10 (28)
app_dow_raw,formula,fldDOA5uFObSxCMzK,derived_display_or_filter,derived,26,2,1,no,derived from other fields; not independent truth,Sun (26)
shifted_to_next_day_hb,formula,fldNHQAWlAautYWWZ,derived_display_or_filter,derived,0,28,0,no,derived from other fields; not independent truth,
entry_oog_log,multipleRecordLinks,fldeBaHAEEUXRrAD4,source_evidence,evidence,2,26,2,no,source/lookup evidence only,rec3SAieM10EbdIYg (1) | rec5cqoPJuuveO9Aj (1)
order_of_go (from entry_oog_log) 2,multipleLookupValues,fldtaX1na6Op9R301,source_evidence,lookup,0,28,0,no,lookup evidence only,
time_zone_offset,formula,fld5hf6f2m0gPoODY,derived_display_or_filter,derived,28,0,1,no,derived from other fields; not independent truth,-240 (28)
hb_modes,multipleRecordLinks,fld6LRWqx7PS3KeSB,relationship_link,link,28,0,2,no,relationship field; not a scalar truth value,recTFEBEX1qjV8kXg (26) | rectyJy8rnoOcd40h (2)
success,singleLineText,fldXNGGK3qnRk4n2i,blank_in_pro,blank,0,28,0,no,not populated in current PRO rows,
___estimated_end_time (from watch_schedule),multipleLookupValues,fldvm7oBF1HEwCViB,source_evidence,evidence,0,28,0,no,source/lookup evidence only,
___estimated_endTime,formula,fldSpTTaNvtqYEumI,derived_display_or_filter,derived,28,0,1,no,derived from other fields; not independent truth,0 (28)
estimated_startTime,formula,fldvdCpuLsY6gUq5M,derived_display_or_filter,derived,28,0,14,no,derived from other fields; not independent truth,34800 (4) | 37209 (4)
startTime,formula,fldgfzkR0GL0rrGDH,derived_display_or_filter,derived,28,0,14,no,derived from other fields; not independent truth,34800 (4) | 37209 (4)
60_before_EGO,formula,fldL5Bui4tiDQeHNN,derived_display_or_filter,derived,28,0,27,no,derived from other fields; not independent truth,27601 (2) | 24600 (1)
WALKP_before_EGO,formula,fldy9ZuPBOlxaCwbK,derived_display_or_filter,derived,28,0,27,no,derived from other fields; not independent truth,30481 (2) | 27480 (1)
60_before_EST,formula,fldMOlXEypLhz1fgK,derived_display_or_filter,derived,28,0,14,no,derived from other fields; not independent truth,31200 (4) | 33609 (4)
40_before_EST,formula,fldXJv8eajXgKYaBh,derived_display_or_filter,derived,28,0,14,no,derived from other fields; not independent truth,32400 (4) | 34809 (4)
workingTIME,formula,fld6630LUmBSbh67h,derived_display_or_filter,derived,28,0,1,no,derived from other fields; not independent truth,45811 (28)
till_startTime,formula,fldNNtmll1zK4Pz3H,derived_display_or_filter,derived,28,0,14,no,derived from other fields; not independent truth,11011 (4) | 8602 (4)
40_before_EGO,formula,fldSd38TeXXzjJJXj,derived_display_or_filter,derived,28,0,27,no,derived from other fields; not independent truth,27001 (2) | 24000 (1)
lastOOG_display,formula,fldi6wISWNt0haUmh,derived_display_or_filter,derived,0,28,0,no,derived from other fields; not independent truth,
since_lastModified,formula,fldGoTcexbiqQiEAk,derived_display_or_filter,derived,28,0,1,no,derived from other fields; not independent truth,-2 (28)
publish_diffs,multipleRecordLinks,fldDX40m5NwBiVnzy,relationship_link,link,0,28,0,no,relationship field; not a scalar truth value,
firstUp,formula,fldXsjjfK68eZqEq3,derived_display_or_filter,derived,0,28,0,no,derived from other fields; not independent truth,
sched_display+runn,formula,fldfh0XYHUGaHqM77,derived_display_or_filter,derived,26,2,25,no,derived from other fields; not independent truth,Jason (2) | King (2) (1)
mins_per_trip (from watch_rings),multipleLookupValues,fldZaW199LiwuV87e,source_evidence,lookup,0,28,0,no,lookup evidence only,
status_reason (from watch_rings),multipleLookupValues,fldOmWFFtTRjLPNRE,source_evidence,lookup,28,0,1,no,lookup evidence only,No class_groups available. (28)
status (from watch_rings),multipleLookupValues,fld2z1aYBZvjzTmck,source_evidence,lookup,28,0,1,no,lookup evidence only,NO_DATA (28)
run_time (from watch_rings),multipleLookupValues,flddk88yMK7osSYut,source_evidence,lookup,28,0,1,no,lookup evidence only,2026-05-11T16:45:48.115Z (28)
8778_sched_display,formula,fldmS8XU7vhkEDyNB,derived_display_or_filter,derived,28,0,27,no,derived from other fields; not independent truth,Jason (2) | King (2) (1)
40362_sched_display,formula,fldxcclqbg8giEvpQ,derived_display_or_filter,derived,0,28,0,no,derived from other fields; not independent truth,
8778_group_alert,formula,fldfm6hb0cfmE6wUH,derived_display_or_filter,derived,28,0,27,no,derived from other fields; not independent truth,Jason (2) | King (2) (1)
40362_group_alert,formula,fldXApcNazIWMl65i,derived_display_or_filter,derived,0,28,0,no,derived from other fields; not independent truth,
actual_time,singleLineText,fldDHYXrjRh1GWZRH,blank_in_pro,blank,0,28,0,no,not populated in current PRO rows,
estimated_time,singleLineText,fldwp1lVoopILPZAC,blank_in_pro,blank,0,28,0,no,not populated in current PRO rows,
total_entry_trips,number,fldgvrwmsvVEsU4PJ,blank_in_pro,blank,0,28,0,no,not populated in current PRO rows,
actual_order,number,fldHPtxeCXju10AVI,value_of_truth,live_order,24,4,17,no,keep as canonical PRO field,2 (3) | 5 (3)
time_fault_one,number,fldLbWNyywzabZuC2,blank_in_pro,blank,0,28,0,no,not populated in current PRO rows,
faults_one,number,fldA8mIuebqRKyS61,blank_in_pro,blank,0,28,0,no,not populated in current PRO rows,
time_faults_two,number,fldQDURV7DmmAA1PS,blank_in_pro,blank,0,28,0,no,not populated in current PRO rows,
faults_two,number,fldxBtlYh2roQCbVS,blank_in_pro,blank,0,28,0,no,not populated in current PRO rows,
gone_in,number,fld3NTdhLSxcLuTLC,value_of_truth,gone_in,26,2,2,no,keep as canonical PRO field,1 (24) | 0 (2)
next_due_epoch,number,fldB0RYURtp228jHw,blank_in_pro,blank,0,28,0,no,not populated in current PRO rows,
order_of_go (from entry_oog_log),multipleLookupValues,fldHIn3QwhEGshW2Z,source_evidence,lookup,0,28,0,no,lookup evidence only,
mode_hb,formula,fldzJ12l0cc81dtWu,derived_display_or_filter,derived,26,2,1,no,derived from other fields; not independent truth,DAY (26)
app_sql_date (from heartbeat),multipleLookupValues,fldYFdrFTXumMPFao,inactive_duplicate_or_lookup,date,26,2,1,no,do not use as independent truth; compare to schedule_show_datev2,2026-05-10 (26)
app_show_id (from heartbeat),multipleLookupValues,fldmJ2TSXUEws340b,source_evidence,evidence,26,2,1,no,source/lookup evidence only,200000061 (26)
epoch (from heartbeat),multipleLookupValues,fldCkt6Ds4OLcl6Tw,source_evidence,evidence,26,2,12,no,source/lookup evidence only,1778422503 (4) | 1778426103 (4)
time (from heartbeat),multipleLookupValues,fldRAlNmbgjNbcjgn,source_evidence,evidence,26,2,12,no,source/lookup evidence only,10:15 AM (4) | 11:15 AM (4)
shifted_to_next_day (from heartbeat),multipleLookupValues,fldUiR8CkV2SRy5WD,source_evidence,evidence,0,28,0,no,source/lookup evidence only,
mode (from heartbeat),multipleLookupValues,fld4ssaKzFlP3eMwY,source_evidence,evidence,26,2,1,no,source/lookup evidence only,DAY (26)
ww_grooms_lookup,multipleLookupValues,fld5JvT8x16USc62T,relationship_link,link,12,16,4,no,relationship field; not a scalar truth value,recx2TVNwxCKuBX1P (5) | recyvGWaPQE2IWcC0 (3)
status (from groups_live) 2,multipleLookupValues,fldgdpJm4muiN1xUM,inactive_duplicate_or_lookup,status,26,2,1,no,do not use as independent truth; compare to status,Completed (26)
estimated_start_time (from groups_live),multipleLookupValues,fldHTk2VmaJEYI7eL,inactive_duplicate_or_lookup,start_time,26,2,13,no,do not use as independent truth; compare to estimated_start_time,09:40:00 (4) | 10:20:09 (4)
class_is_NOT_both,formula,fld3SArQIQMMa3zII,derived_display_or_filter,derived,0,28,0,no,derived from other fields; not independent truth,
is_handy,formula,fld18wBwtGr2e40r2,derived_display_or_filter,derived,0,28,0,no,derived from other fields; not independent truth,
group_is_NOT_both,formula,fldIKeDWHMGFUFNeV,derived_display_or_filter,derived,0,28,0,no,derived from other fields; not independent truth,
perTrip,formula,fldoiAFjbOqd49tBu,derived_display_or_filter,derived,28,0,1,no,derived from other fields; not independent truth,3 (28)
estimatedGO,formula,flduX60MdnV7OXvKk,derived_display_or_filter,derived,28,0,26,no,derived from other fields; not independent truth,8:40 AM (2) | 10:38 AM (2)
minsAfter1,formula,fldqsApuPsSBX0ayD,derived_display_or_filter,derived,28,0,17,no,derived from other fields; not independent truth,6 (3) | 18 (3)
estimatedGO00,formula,fldsU3OqbOtB3pMLD,derived_display_or_filter,derived,28,0,26,no,derived from other fields; not independent truth,8:40:00 (2) | 10:38:00 (2)
completedis10,formula,flddS0Mp6ZycKsjnR,derived_display_or_filter,derived,0,28,0,no,derived from other fields; not independent truth,
completedis10Away,formula,fldyRTqKiedVWxOVN,derived_display_or_filter,derived,0,28,0,no,derived from other fields; not independent truth,
go15s,formula,fldItN7U3NsYA2jly,derived_display_or_filter,derived,28,0,14,no,derived from other fields; not independent truth,10:30 AM (5) | 9:45 AM (4)
class_alerts_40362,multipleRecordLinks,fldG0R3MVgKR9yOh5,relationship_link,link,0,28,0,no,relationship field; not a scalar truth value,
7589_sched_display,formula,fld0gRjzEQin2gBxe,derived_display_or_filter,derived,0,28,0,no,derived from other fields; not independent truth,
34933_sched_display,formula,fld1Dfun8W16LbyWi,derived_display_or_filter,derived,0,28,0,no,derived from other fields; not independent truth,
class_alerts_34933,multipleRecordLinks,fldayhnXWKJK0M59e,relationship_link,link,0,28,0,no,relationship field; not a scalar truth value,
alerts_threads,multipleRecordLinks,fldxsZPwn0XTE8R6s,relationship_link,link,0,28,0,no,relationship field; not a scalar truth value,
ww_alerts,multipleRecordLinks,fld4wIym9VmhMR1xH,relationship_link,link,0,28,0,no,relationship field; not a scalar truth value,
app_time,singleLineText,fldYGs8woVUWDzlME,derived_calculator_output,calculator,28,0,13,no,derived/calculated value; use only for display or alerts,10:15 AM (4) | 11:15 AM (4)
trip_logs,multipleRecordLinks,fld3kXOAp8eH1Idqt,relationship_link,link,28,0,28,no,relationship field; not a scalar truth value,recPl6cmTzaFGnC0W|recJVrJr42xY6Jo6g|recuxtFrRcsixXpuj|recpAXvnok8sIHMPt|recHq2RWlY6Btodc4|recZWAiQMCcf37r0K|recQLVMguh7nIjw0l|rec7zj4PDysF2BKA5|recekl7GkeXVBcK5Q|recCI9dnGELS6Qn3a|rechGj23TURyPipdu|recNBGbRjZGFtBjaG|recoZKr2tjKlPHIXI|recRW91DkDahJJEMc|recO58ozx8hPyULjx|recZRUKY80Ibn4xke|recHYw0lXEOkxkJmY|recEjr7k4k2ikL7KL|recJ0Q772s00GbNN3|recL8TJV3pSyAZFvR|rec9Y473xfG9a089F|rech34m79LlX9qkMr|recH0tw72EVIv6yia|recsJq0RlBCnH7wNY|recBAzyCrOh4QwEDF|recPiGaDMTL3dYs0C|recRjWZs9g3OrIQer|recrhufxl5F1MHnth|recWtJFsoC40k3HBw|recDSeToFKeHsLzA0|reciaFJqfJPPVyM8V|recZ1YqI7Rtsa1IC7|rec6awJqICopTQu5d|rec8K40Nf4BJBY2Yw|recRplqUGN4ImBmwk|recDZCXuxmRJJlOOJ|recu9ySm7FC5DQw5F|rec8DiXWsg3mUuesq|recafq5FyHebTwg3g|recocEo4wAaHTQuPz|recDEd3WtnqnvrvmC|recGlNeZWa8tpy42n|reczPrPLAwUcjnFEZ|recLJRZFNb5LwUR4E|reclJmsrRBNTd7cs0|rec32LbHPb6SlrcaH|recaBm5E8pnXieitY|recdPFNZZxpRxUQLQ|recJPuUpQtihWUKOx|recmIP4qUL1M1O4xw|reckuBXaNDUQN7dPJ|rec1szrObmerew1GX (1) | recbKWc3IJFk88KzY|recTMr6q9LWtiiVJl|recyDad5xeIXBq0Yf|recOUb6I5VZh0lFt7|reca1ykggBt6HlagX|recGJTAYChv2OYbJU|rec5zZf5SpNgC7hoD|recQWSKs0qxJBBjX1|recgrgd2pQXg6vgvO|recH8tES3m95Y8hBP|recFL3i91LZ1WfkMk|recf6gF0iMD45axXy|recBm8JYXXlDEOyE7|recmadGJYfnOoKtCX|reczGRkC6OywhPavF|recQB82QGNFiGL5ew|recA2Wk9KPWowgadb|recuLLvDDbBMxXee4|recENuhy5jU5IuQYP|recmnqlqwcFAmZRxR|recdO2UqJqkg5DoQq|reczodH3NSNSrth33|recQcxbponfj4mbvD|recLjgPcYw2d4ajtw|recH5C0gZTgZtm8Ul|recVB05P1fov4NYFm|recagF2pqhPKWRZ9o|recc4PSwrKZPc66vI|recZRMT6FXBmqtxgZ|reclwyW7aBKBJTKaE|recur6pQEAkjGVW9f|recFluE5H7VU3ifY2|rectl0mEFPBCEiYUa|recIBrUULbwbmg54l|recd8GRb3laO6JF94|rec6gjvTfYLRA6ilR|reciKlrBOZuyvVLsL|recGRytXSflohfmwH|recWOTgEY1YXiWfvE|recxZiqOmTndiwwY6|rec93TBkAbmeHfwVl|rec2fpXPT0MCqnna5|recKxHVhVUx5UvMkX|recqUSNIYqpxaNdCZ|rec52SPO2JUjlP77s|rechJgwk2X341A4KX|recQ48AKgnBKzKyRD|recXW5yaEC9FlpN9G|recHwpMHHXiDlM2Px|rec1XTPkTd9aRncrR|recctIU94jJSjZv2x|recmaasTiNm2VhEXH (1)
remaining_trips (from trip_logs),multipleLookupValues,fld0Y0of43oJRQF1f,source_evidence,lookup,0,28,0,no,lookup evidence only,
alert_templates,multipleRecordLinks,fldx9mBdo14woQPVy,relationship_link,link,0,28,0,no,relationship field; not a scalar truth value,
last_log,multipleRecordLinks,fldmwUhSgfsMUEDox,relationship_link,link,28,0,28,no,relationship field; not a scalar truth value,rec1szrObmerew1GX (1) | recmaasTiNm2VhEXH (1)
estimated_start_time (from watch_schedule) 2,multipleLookupValues,fld73rCTaPYmMWO0G,inactive_duplicate_or_lookup,start_time,28,0,14,no,do not use as independent truth; compare to estimated_start_time,09:40:00 (4) | 10:20:09 (4)
rs_start_time (from last_log),multipleLookupValues,fldfyvaJf6M0NtifL,inactive_duplicate_or_lookup,start_time,28,0,14,no,do not use as independent truth; compare to estimated_start_time,09:40:00 (4) | 10:20:09 (4)
rs_go_time (from last_log),multipleLookupValues,fldnFFBuvklptbx6j,inactive_duplicate_or_lookup,go_time,25,3,25,no,do not use as independent truth; compare to estimated_go_time,7:48:00 (1) | 8:13:15 (1)
rs_order_of_go (from last_log),multipleLookupValues,fldesPrd1rDRJwKWQ,inactive_duplicate_or_lookup,pro_order,25,3,18,no,do not use as independent truth; compare to rs_order_of_go,2 (3) | 5 (3)
total_trips (from last_log),multipleLookupValues,fldxHWELc3sIaonuD,inactive_duplicate_or_lookup,total,26,2,10,no,do not use as independent truth; compare to total_trips,7 (8) | 25 (3)
rs_completed_trips (from last_log),multipleLookupValues,fldH0ZaAsVCpzDkDy,inactive_duplicate_or_lookup,completed,26,2,10,no,do not use as independent truth; compare to completed_trips,7 (8) | 25 (3)
rs_min_to_actual_go,number,fldtGbK1ZmNtmqhS4,derived_calculator_output,calculator,0,28,0,no,derived/calculated value; use only for display or alerts,
is_warmup,formula,fldljyFcYrRJ9q2O0,derived_display_or_filter,derived,0,28,0,no,derived from other fields; not independent truth,
class_sequences,multipleRecordLinks,fldHi8dAT2Hxh2q6R,relationship_link,link,28,0,2,no,relationship field; not a scalar truth value,rec7GW0udQTOefJHh (26) | rec87G72Owes2iTbU (2)
flag_done,checkbox,fldcGht9uaDUZSZsj,operational_control,operation,0,28,0,no,runner/control/audit field,
last_alerted_epoch_ms,singleLineText,fldM712f43oOEWpbv,operational_control,operation,0,28,0,no,runner/control/audit field,
last_alerted_offset_min,singleLineText,fldjBAPy1CoeJcFsd,operational_control,operation,0,28,0,no,runner/control/audit field,
last_alerted_adj_secondsTill,singleLineText,fld7T0Ii21Kt7r2XN,operational_control,operation,0,28,0,no,runner/control/audit field,
mins_per_trip,formula,fldciux1GWXYfddKP,derived_calculator_output,calculator,28,0,1,no,derived/calculated value; use only for display or alerts,3 (28)
current_group_mins_per_trip,number,fldSkxmHIuJc6Eg6z,derived_calculator_output,calculator,0,28,0,no,derived/calculated value; use only for display or alerts,
is_group_mins_per_trip,checkbox,fldVnye6aruixqLKz,derived_calculator_output,calculator,0,28,0,no,derived/calculated value; use only for display or alerts,
active_entries,multipleRecordLinks,fldL9goVdo4HODRsw,inactive_blank_legacy_link,legacy_link,0,28,0,no,blank in PRO; do not use for PRO decisions,
active_classes,multipleRecordLinks,fldqXp9CXkdpSXfn9,inactive_blank_legacy_link,legacy_link,0,28,0,no,blank in PRO; do not use for PRO decisions,
barn_name,formula,fldD8znIqfWJfvKKe,derived_display_or_filter,derived,28,0,18,no,derived from other fields; not independent truth,Jason (4) | Fento (3)
ring_nickname,formula,fldaDRP69s2ftqPcH,value_of_truth,ring_display,28,0,5,no,keep as canonical PRO field,Village (11) | Derby (5)
team_name,formula,fldoBiEsrUhX77b8u,derived_display_or_filter,derived,0,28,0,no,derived from other fields; not independent truth,
groom_name,formula,fldjHvtJ4EvtyRHtk,derived_display_or_filter,derived,28,0,5,no,derived from other fields; not independent truth,Groom (16) | Trixy (5)
is_mulligan,formula,fldg2KPjjm1gGohJ5,derived_display_or_filter,derived,0,28,0,no,derived from other fields; not independent truth,
is_add_back,formula,fld5SbiJHbpmwGqpK,derived_display_or_filter,derived,0,28,0,no,derived from other fields; not independent truth,
is_schooling_pony,formula,fld1suHEXpM7gD2zF,derived_display_or_filter,derived,0,28,0,no,derived from other fields; not independent truth,
group_name_tags,multilineText,flduZjd1FESJry8nh,value_of_truth,group_tags,28,0,14,no,keep as canonical PRO field,"target, maclay, Over Fences (4) | target, medal, dover, seat, Over Fences (4)"
is_usef,formula,fldxEbVfk4xBRkAKv,derived_display_or_filter,derived,0,28,0,no,derived from other fields; not independent truth,
group_tags_links,multipleRecordLinks,fldUI30U1843kloGX,relationship_link,link,28,0,14,no,relationship field; not a scalar truth value,recNNBLu4gBGonCwm|recr4KCbB1S9STc6j|recOIFQPzYPiOpbNY (4) | recNNBLu4gBGonCwm|recyuzCkLbufqmMSV|receRvTiY7OqHVQmO|recmMP5oBYvzlpDWO|recOIFQPzYPiOpbNY (4)
record_id (from watch_schedule),multipleLookupValues,fldvPpOATr12g3eEy,inactive_duplicate_or_lookup,schedule_record,28,0,14,no,do not use as independent truth; compare to schedule_rid,recwqlkuEYmrzPr2J (4) | recmPS6FLfg6R6uN8 (4)
schedule_rid,formula,fldxeYrvJRwdkq45r,value_of_truth,schedule_record,28,0,14,no,keep as canonical PRO field,recwqlkuEYmrzPr2J (4) | recmPS6FLfg6R6uN8 (4)
schedule_logs,multipleRecordLinks,fld56DyQNuCZQ56S6,inactive_blank_legacy_link,legacy_link,0,28,0,no,blank in PRO; do not use for PRO decisions,
heartbeat_rid,multipleLookupValues,fld21w1qfkDpWWGI3,source_evidence,evidence,26,2,12,no,source/lookup evidence only,rec2K6nRzgObKSqu0 (4) | recVKTefr6K7saNrT (4)
watch_schedule_rid,multipleLookupValues,fldXAqHP9lsvbewcw,inactive_duplicate_or_lookup,schedule_record,28,0,14,no,do not use as independent truth; compare to schedule_rid,recwqlkuEYmrzPr2J (4) | recmPS6FLfg6R6uN8 (4)
